Time [sec]		Acceleration [m/sec2]	Velocity [m/sec] 	Displacement [m] 
57.63000  		0.12768         	-0.22880         	0.00499          
57.64000  		0.14717         	-0.22742         	0.00270          
57.65000  		0.15437         	-0.22591         	0.00044          
57.66000  		0.17110         	-0.22429         	-0.00181         
57.67000  		0.20706         	-0.22239         	-0.00405         
57.68000  		0.25568         	-0.22008         	-0.00626         
57.69000  		0.30537         	-0.21728         	-0.00845         
57.70000  		0.34899         	-0.21400         	-0.01060         
57.71000  		0.38338         	-0.21034         	-0.01273         
57.72000  		0.40675         	-0.20639         	-0.01481         
57.73000  		0.41935         	-0.20226         	-0.01685         
57.74000  		0.42559         	-0.19804         	-0.01885         
57.75000  		0.43436         	-0.19374         	-0.02081         
57.76000  		0.45523         	-0.18929         	-0.02273         
57.77000  		0.49296         	-0.18455         	-0.02460         
57.78000  		0.54636         	-0.17935         	-0.02642         
57.79000  		0.61119         	-0.17356         	-0.02818         
57.80000  		0.68125         	-0.16710         	-0.02989         
57.81000  		0.75042         	-0.15994         	-0.03152         
57.82000  		0.81817         	-0.15210         	-0.03308         
57.83000  		0.88743         	-0.14357         	-0.03456         
57.84000  		0.95348         	-0.13437         	-0.03595         
57.85000  		1.00133         	-0.12459         	-0.03725         
57.86000  		1.01710         	-0.11450         	-0.03844         
57.87000  		1.00012         	-0.10442         	-0.03954         
57.88000  		0.96511         	-0.09459         	-0.04053         
57.89000  		0.93216         	-0.08510         	-0.04143         
57.90000  		0.91261         	-0.07588         	-0.04224         
57.91000  		0.90496         	-0.06679         	-0.04295         
57.92000  		0.90163         	-0.05776         	-0.04357         
57.93000  		0.89661         	-0.04877         	-0.04410         
57.94000  		0.88731         	-0.03985         	-0.04455         
57.95000  		0.87255         	-0.03105         	-0.04490         
57.96000  		0.85164         	-0.02243         	-0.04517         
57.97000  		0.82456         	-0.01405         	-0.04535         
57.98000  		0.79095         	-0.00597         	-0.04545         
57.99000  		0.75020         	0.00174          	-0.04547         
58.00000  		0.70428         	0.00901          	-0.04542         
58.01000  		0.65732         	0.01582          	-0.04529         
